Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,rain_weather,snow_weather,Feiertag,Jahr,Season,Season_Temp_Category,Season_Temp_Fall_high,Season_Temp_Fall_low,Season_Temp_Fall_middle,Season_Temp_Fall_nan,Season_Temp_Spring_high,Season_Temp_Spring_low,Season_Temp_Spring_middle,Season_Temp_Summer_high,Season_Temp_Summer_low,Season_Temp_Summer_middle,Season_Temp_Winter_high,Season_Temp_Winter_low,Season_Temp_Winter_middle,Season_Temp_Winter_nan,Umsatz_predicted_one_week_ago,Wochentag,is_weekend,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
2017-12-15,1,107.055312628908,7.0,3.0375,9.0,20.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,90.723222063322,Friday,0,True,False,False,False,False,False
2017-12-16,1,111.764487162802,1.0,3.275,10.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,109.566700891337,Saturday,1,True,False,False,False,False,False
2017-12-17,1,54.2108446777326,3.0,1.1375,7.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,46.1034350972905,Sunday,1,True,False,False,False,False,False
2017-12-18,1,132.343297226153,5.0,2.4625,6.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,64.1114917289524,Monday,0,True,False,False,False,False,False
2017-12-19,1,114.954215428736,7.0,5.9125,7.0,20.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,104.188888422736,Tuesday,0,True,False,False,False,False,False
2017-12-20,1,95.0575238589803,7.0,6.6375,6.0,20.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,71.0846835326617,Wednesday,0,True,False,False,False,False,False
2017-12-21,1,123.510947305391,7.0,6.2375,10.0,21.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,147.585568185835,Thursday,0,True,False,False,False,False,False
2017-12-22,1,132.34052838286,7.0,5.7625,9.0,10.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,107.055312628908,Friday,0,True,False,False,False,False,False
2017-12-23,1,216.986006515356,7.0,7.8,19.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,111.764487162802,Saturday,1,True,False,False,False,False,False
2017-12-24,1,168.227885876022,7.0,8.1125,16.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,54.2108446777326,Sunday,1,True,False,False,False,False,False
2017-12-27,1,104.582475428322,7.0,4.6125,7.0,21.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,132.343297226153,Wednesday,0,True,False,False,False,False,False
2017-12-28,1,108.209333877696,4.0,4.0875,11.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,114.954215428736,Thursday,0,True,False,False,False,False,False
2017-12-29,1,120.681193840944,5.0,2.8125,11.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,95.0575238589803,Friday,0,True,False,False,False,False,False
2017-12-30,1,162.150512622119,7.0,4.05,10.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,123.510947305391,Saturday,1,True,False,False,False,False,False
2017-12-31,1,162.986018021678,7.0,8.25,16.0,63.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,132.34052838286,Sunday,1,True,False,False,False,False,False
2018-01-02,1,154.786374942725,6.0,5.7,8.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,216.986006515356,Tuesday,0,True,False,False,False,False,False
2018-01-03,1,80.1711341155724,7.0,6.475,11.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,168.227885876022,Wednesday,0,True,False,False,False,False,False
2018-01-04,1,136.591619491075,6.0,5.5125,7.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,104.582475428322,Thursday,0,True,False,False,False,False,False
2018-01-05,1,91.934017601084,8.0,4.325,10.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,108.209333877696,Friday,0,True,False,False,False,False,False
2018-01-06,1,73.8495235935427,7.0,3.1875,8.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,120.681193840944,Saturday,1,True,False,False,False,False,False
2018-01-07,1,87.9206063192333,0.0,0.65,8.0,,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,162.150512622119,Sunday,1,True,False,False,False,False,False
2018-01-08,1,118.339722290326,1.0,0.9875,7.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,162.986018021678,Monday,0,True,False,False,False,False,False
2018-01-09,1,88.8949959430897,4.0,3.1625,11.0,0.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,154.786374942725,Tuesday,0,True,False,False,False,False,False
2018-01-10,1,92.1632213092253,6.0,4.0125,6.0,21.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80.1711341155724,Wednesday,0,True,False,False,False,False,False
2018-01-11,1,126.219974300486,7.0,3.8375,10.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,136.591619491075,Thursday,0,True,False,False,False,False,False
2018-01-12,1,116.261966635988,7.0,2.275,10.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,91.934017601084,Friday,0,True,False,False,False,False,False
2018-01-13,1,109.622594764107,8.0,1.275,8.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,73.8495235935427,Saturday,1,True,False,False,False,False,False
2018-01-14,1,49.0005592318035,1.0,0.325,8.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.9206063192333,Sunday,1,True,False,False,False,False,False
2018-01-15,1,108.800629287407,7.0,1.5625,12.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,118.339722290326,Monday,0,True,False,False,False,False,False
2018-01-16,1,116.40783148052,7.0,3.3625,9.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,88.8949959430897,Tuesday,0,True,False,False,False,False,False
2018-01-17,1,99.9287661378494,6.0,1.8125,10.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,92.1632213092253,Wednesday,0,True,False,False,False,False,False
2018-01-18,1,111.788522418724,7.0,1.1625,17.0,73.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,126.219974300486,Thursday,0,True,False,False,False,False,False
2018-01-19,1,121.028250919463,6.0,1.975,10.0,73.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,116.261966635988,Friday,0,True,False,False,False,False,False
2018-01-20,1,115.690881472167,8.0,1.75,7.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,109.622594764107,Saturday,1,True,False,False,False,False,False
2018-01-21,1,86.9824385331888,6.0,-0.6125,3.0,49.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49.0005592318035,Sunday,1,True,False,False,False,False,False
2018-01-22,1,137.932331634568,7.0,0.675,7.0,77.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,108.800629287407,Monday,0,True,False,False,False,False,False
2018-01-23,1,101.743983330679,7.0,4.6625,7.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,116.40783148052,Tuesday,0,True,False,False,False,False,False
2018-01-24,1,115.464753338403,8.0,11.6,14.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,99.9287661378494,Wednesday,0,True,False,False,False,False,False
2018-01-25,1,103.267103773044,7.0,7.95,9.0,21.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,111.788522418724,Thursday,0,True,False,False,False,False,False
2018-01-26,1,98.0556839467947,6.0,5.9625,5.0,45.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,121.028250919463,Friday,0,True,False,False,False,False,False
2018-01-27,1,130.945038639959,8.0,5.6375,9.0,10.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,115.690881472167,Saturday,1,True,False,False,False,False,False
2018-01-28,1,83.0180376295478,6.0,7.6625,16.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,86.9824385331888,Sunday,1,True,False,False,False,False,False
2018-01-29,1,109.744299217296,7.0,7.55,21.0,63.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,137.932331634568,Monday,0,True,False,False,False,False,False
2018-01-30,1,117.052646589407,4.0,5.7375,15.0,10.0,0.0,0,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,101.743983330679,Tuesday,0,True,False,False,False,False,False
2018-01-31,1,105.812423397334,7.0,6.3,15.0,61.0,0.0,1,0,0.0,,Winter,Winter_high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,115.464753338403,Wednesday,0,True,False,False,False,False,False
2018-02-01,1,96.7664796057527,7.0,3.5125,11.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,103.267103773044,Thursday,0,True,False,False,False,False,False
2018-02-02,1,95.67376206111348,7.0,3.45,6.0,61.0,0.0,1,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,98.0556839467947,Friday,0,True,False,False,False,False,False
2018-02-03,1,105.609185632305,7.0,-1.1625,8.0,71.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,130.945038639959,Saturday,1,True,False,False,False,False,False
2018-02-04,1,53.0138004326992,7.0,0.825,18.0,73.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,83.0180376295478,Sunday,1,True,False,False,False,False,False
2018-02-05,1,141.343449024634,7.0,-0.2375,10.0,22.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,109.744299217296,Monday,0,True,False,False,False,False,False
2018-02-06,1,119.719757906946,1.0,-0.8625,5.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,117.052646589407,Tuesday,0,True,False,False,False,False,False
2018-02-07,1,101.419539257411,0.0,-1.285714,4.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,105.812423397334,Wednesday,0,True,False,False,False,False,False
2018-02-08,1,158.153466871707,0.0,-0.0125,6.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,96.7664796057527,Thursday,0,True,False,False,False,False,False
2018-02-09,1,136.987868117875,1.0,-0.2625,7.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,95.67376206111348,Friday,0,True,False,False,False,False,False
2018-02-10,1,162.657002276986,1.0,0.5625,4.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,105.609185632305,Saturday,1,True,False,False,False,False,False
2018-02-11,1,50.4265035269595,7.0,2.3375,11.0,75.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,53.0138004326992,Sunday,1,True,False,False,False,False,False
2018-02-12,1,116.368403565942,5.0,1.825,15.0,75.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,141.343449024634,Monday,0,True,False,False,False,False,False
2018-02-13,1,130.234212553533,0.0,2.6875,7.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,119.719757906946,Tuesday,0,True,False,False,False,False,False
2018-02-14,1,84.2120188970009,0.0,2.95,8.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,101.419539257411,Wednesday,0,True,False,False,False,False,False
2018-02-15,1,97.2457937573187,7.0,0.675,11.0,73.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,158.153466871707,Thursday,0,True,False,False,False,False,False
2018-02-16,1,163.353586518488,5.0,4.8625,12.0,21.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,136.987868117875,Friday,0,True,False,False,False,False,False
2018-02-17,1,148.514760113872,8.0,4.125,5.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,162.657002276986,Saturday,1,True,False,False,False,False,False
2018-02-18,1,43.1372026328517,5.0,4.375,8.0,0.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50.4265035269595,Sunday,1,True,False,False,False,False,False
2018-02-19,1,121.942230728321,5.0,4.9125,4.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,116.368403565942,Monday,0,True,False,False,False,False,False
2018-02-20,1,89.5867418102959,1.0,3.375,11.0,10.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,130.234212553533,Tuesday,0,True,False,False,False,False,False
2018-02-21,1,116.006081856932,6.0,2.175,7.0,22.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,84.2120188970009,Wednesday,0,True,False,False,False,False,False
2018-02-22,1,124.909775681547,7.0,1.1125,7.0,20.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,97.2457937573187,Thursday,0,True,False,False,False,False,False
2018-02-23,1,91.3084600530353,1.0,0.4375,12.0,5.0,0.0,0,0,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163.353586518488,Friday,0,True,False,False,False,False,False
2018-02-24,1,131.85933719787,6.0,0.125,15.0,71.0,0.0,0,1,0.0,,Winter,Winter_middle,False,False,False,False,False,False,False,False,False,False,False,False,True,False,148.514760113872,Saturday,1,True,False,False,False,False,False
2018-02-25,1,60.2910060331361,7.0,-2.9625,14.0,71.0,0.0,0,1,0.0,,Winter,Winter_low,False,False,False,False,False,False,False,False,False,False,False,True,False,False,43.1372026328517,Sunday,1,True,False,False,False,False,False
2018-02-26,1,86.3075633753733,5.0,-1.5375,18.0,,0.0,0,0,0.0,,Winter,Winter_low,False,False,False,False,False,False,False,False,False,False,False,True,False,False,121.942230728321,Monday,0,True,False,False,False,False,False
2018-02-27,1,66.9903015912322,6.0,-3.425,16.0,71.0,0.0,0,1,0.0,,Winter,Winter_low,False,False,False,False,False,False,False,False,False,False,False,True,False,False,89.5867418102959,Tuesday,0,True,False,False,False,False,False
2018-02-28,1,98.7664662416456,5.0,-6.1375,16.0,5.0,0.0,0,0,0.0,,Winter,Winter_low,False,False,False,False,False,False,False,False,False,False,False,True,False,False,116.006081856932,Wednesday,0,True,False,False,False,False,False
2018-03-01,1,121.672068570646,6.0,-3.95,18.0,71.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,124.909775681547,Thursday,0,True,False,False,False,False,False
2018-03-02,1,101.712081140049,6.0,-4.9625,15.0,71.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,91.3084600530353,Friday,0,True,False,False,False,False,False
2018-03-03,1,98.2415892822967,0.0,-3.4375,13.0,5.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,131.85933719787,Saturday,1,True,False,False,False,False,False
2018-03-04,1,71.4481254842192,5.0,-2.3125,10.0,77.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60.2910060331361,Sunday,1,True,False,False,False,False,False
2018-03-05,1,119.676827681314,5.0,5.9875,7.0,10.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,86.3075633753733,Monday,0,True,False,False,False,False,False
2018-03-06,1,105.33896274036,0.0,6.4,9.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,66.9903015912322,Tuesday,0,True,False,False,False,False,False
2018-03-07,1,96.383968298997,7.0,1.1875,6.0,71.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,98.7664662416456,Wednesday,0,True,False,False,False,False,False
2018-03-08,1,130.937668895181,5.0,4.4625,8.0,61.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,121.672068570646,Thursday,0,True,False,False,False,False,False
2018-03-09,1,106.190382211722,7.0,4.45,13.0,61.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,101.712081140049,Friday,0,True,False,False,False,False,False
2018-03-10,1,151.523763464872,8.0,3.4,10.0,63.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,98.2415892822967,Saturday,1,True,False,False,False,False,False
2018-03-11,1,44.5141733478635,5.0,11.475,7.0,45.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,71.4481254842192,Sunday,1,True,False,False,False,False,False
2018-03-12,1,138.141700035259,7.0,6.5375,5.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,119.676827681314,Monday,0,True,False,False,False,False,False
2018-03-13,1,126.305395778367,7.0,4.2625,12.0,61.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,105.33896274036,Tuesday,0,True,False,False,False,False,False
2018-03-14,1,142.741299070527,8.0,3.2,8.0,21.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,96.383968298997,Wednesday,0,True,False,False,False,False,False
2018-03-15,1,224.024543942887,8.0,2.4625,20.0,,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,130.937668895181,Thursday,0,True,False,False,False,False,False
2018-03-16,1,169.617856126588,7.0,0.2,28.0,22.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,106.190382211722,Friday,0,True,False,False,False,False,False
2018-03-17,1,192.571863723155,5.0,-2.225,29.0,73.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,151.523763464872,Saturday,1,True,False,False,False,False,False
2018-03-18,1,140.587952269619,1.0,-0.825,23.0,5.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,44.5141733478635,Sunday,1,True,False,False,False,False,False
2018-03-19,1,168.789051955079,0.0,2.3,8.0,5.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,138.141700035259,Monday,0,True,False,False,False,False,False
2018-03-20,1,135.231062535176,0.0,4.2125,17.0,5.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,126.305395778367,Tuesday,0,True,False,False,False,False,False
2018-03-21,1,120.262742064374,7.0,4.7,13.0,22.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,142.741299070527,Wednesday,0,True,False,False,False,False,False
2018-03-22,1,140.605808619442,8.0,5.7625,11.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,224.024543942887,Thursday,0,True,False,False,False,False,False
2018-03-23,1,135.226761513192,8.0,4.425,5.0,22.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,169.617856126588,Friday,0,True,False,False,False,False,False
2018-03-24,1,175.533882075808,7.0,7.125,4.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,192.571863723155,Saturday,1,True,False,False,False,False,False
2018-03-25,1,72.1396206051801,7.0,7.625,6.0,0.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,140.587952269619,Sunday,1,True,False,False,False,False,False
2018-03-26,1,148.365363810161,7.0,5.0375,8.0,61.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,168.789051955079,Monday,0,True,False,False,False,False,False
2018-03-27,1,156.722306258184,7.0,5.325,9.0,10.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,135.231062535176,Tuesday,0,True,False,False,False,False,False
2018-03-28,1,136.183415192499,7.0,3.725,14.0,61.0,0.0,1,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,120.262742064374,Wednesday,0,True,False,False,False,False,False
2018-03-29,1,369.627890205243,7.0,0.9,8.0,71.0,0.0,0,1,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,140.605808619442,Thursday,0,True,False,False,False,False,False
2018-03-31,1,416.788764354814,7.0,2.225,17.0,,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,135.226761513192,Saturday,1,True,False,False,False,False,False
2018-04-01,1,68.2964647517978,6.0,2.525,9.0,71.0,0.0,0,1,1.0,2018.0,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,175.533882075808,Sunday,1,True,False,False,False,False,False
2018-04-02,1,43.200364814703,5.0,6.1,8.0,5.0,0.0,0,0,1.0,2018.0,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,72.1396206051801,Monday,0,True,False,False,False,False,False
2018-04-03,1,135.724585456051,7.0,11.775,9.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,148.365363810161,Tuesday,0,True,False,False,False,False,False
2018-04-04,1,115.932994804965,4.0,13.2125,9.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,156.722306258184,Wednesday,0,True,False,False,False,False,False
2018-04-05,1,97.8634527844016,7.0,8.6625,19.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,136.183415192499,Thursday,0,True,False,False,False,False,False
2018-04-06,1,118.206081571449,1.0,9.9875,10.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,369.627890205243,Friday,0,True,False,False,False,False,False
2018-04-07,1,145.347521013483,0.0,14.75,9.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,416.788764354814,Saturday,1,True,False,False,False,False,False
2018-04-08,1,70.9108032083961,0.0,20.5,5.0,5.0,0.0,0,0,0.0,,Spring,Spring_high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,68.2964647517978,Sunday,1,True,False,False,False,False,False
2018-04-09,1,100.975591763884,5.0,15.3125,9.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,43.200364814703,Monday,0,True,False,False,False,False,False
2018-04-10,1,116.487322952139,8.0,5.1625,21.0,10.0,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,135.724585456051,Tuesday,0,True,False,False,False,False,False
2018-04-11,1,82.0268234172204,8.0,4.7125,22.0,,0.0,0,0,0.0,,Spring,Spring_low,False,False,False,False,False,True,False,False,False,False,False,False,False,False,115.932994804965,Wednesday,0,True,False,False,False,False,False
2018-04-12,1,136.188054778093,5.0,7.975,19.0,5.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,97.8634527844016,Thursday,0,True,False,False,False,False,False
2018-04-13,1,91.9470794074567,6.0,8.7125,15.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,118.206081571449,Friday,0,True,False,False,False,False,False
2018-04-14,1,166.908303338313,8.0,7.675,10.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,145.347521013483,Saturday,1,True,False,False,False,False,False
2018-04-15,1,94.7804910054962,8.0,9.5375,7.0,61.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,70.9108032083961,Sunday,1,True,False,False,False,False,False
2018-04-16,1,120.530309652016,2.0,13.875,8.0,63.0,0.0,1,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,100.975591763884,Monday,0,True,False,False,False,False,False
2018-04-17,1,101.387635071749,0.0,15.25,11.0,0.0,0.0,0,0,0.0,,Spring,Spring_middle,False,False,False,False,False,False,True,False,False,False,False,False,False,False,116.487322952139,Tuesday,0,True,False,False,False,False,False
2018-04-18,1,93.6448450690126,1.0,20.35,11.0,0.0,0.0,0,0,0.0,,Spring,Spring_high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,82.0268234172204,Wednesday,0,True,False,False,False,False,False
2018-04-19,1,109.1997780181,0.0,23.1125,5.0,0.0,0.0,0,0,0.0,,Spring,Spring_high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,136.188054778093,Thursday,0,True,False,False,False,False,False
2018-04-20,1,89.8024722034331,0.0,24.375,13.0,0.0,0.0,0,0,0.0,,Spring,Spring_high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,91.9470794074567,Friday,0,True,False,False,False,False,False
